artist.name,artist_mbtags,artist_mbtags_count,duration,familiarity,loudness,release.name,tempo,terms,title,year,,,,,
Casiotone For The Painfully Alone,dance and electronica,1,47.46404,0.665322162,-11.088,Etiquette,72.685,trip hop,Happy Mother's Day,2006,,,,,
Maria & Margot Hellwig/Die Garmischer AlpenjA$?ger,,0,202.52689,0.642907249,-7.753,Lieder Meines Lebens - Zum 90. Geburtstag Der KAPnigin Der Volksmusik,109.601,j pop,Lieder_ Die Uns Ein Leben Lang Begleiten,0,,,,,
Frost,,0,216.99873,0.622079647,-5.464,Till the Wheels Fall Off,91.988,gangster rap,Take a Ride,0,,,,,
Melanie And The Secret Army,,0,186.14812,,-2.644,Wahre LA1/4gen,110.459,oi,All The Lessons,0,,,,,
Cali,franASSais,1,210.18077,0.616884544,-10.893,Menteur / L'Amour Parfait,189.859,dance pop,C'est Toujours Le Matin,2003,,,,,
Curtis Mayfield,funk,1,348.60363,0.786921231,-10.347,Beautiful Brother - The Essential,106.507,chicago soul,People Never Give Up,1980,,,,,
Patty Griffin,country,1,191.39873,0.716101705,-9.316,Living With Ghosts,111.829,folk-pop,Let Him Fly,1996,,,,,
The Doors,hard rock,1,403.61751,0.876829878,-9.053,Set The Night On Fire: The Doors Bright Midnight Archives Concerts [w/Bonus Album],131.013,classic rock,Roadhouse Blues (Live In Detroit) (LP Version),0,,,,,
The Germs,los angeles,1,111.49016,0.460701983,-8.889,M.I.A.: The Complete Germs,115.763,rock,Going Down,1993,,,,,
Laurie Berkner,,0,167.00036,0.558481253,-10.62,Whaddaya Think of That?,139.628,death core,The Cat Came Back,0,,,,,
Utopia,,0,449.2273,0.543936552,-20.101,Live in Tokyo  May 10th_ 1992,106.307,new beat,Hiroshima,0,,,,,
Rick Astley,uk,1,317.83138,0.754917646,-14.989,Free,174.059,dance pop,The Bottom Line,1991,,,,,
Mariah Carey,whistle register,1,286.30159,0.934935267,-8.204,BUTTERFLY,109.253,dance pop,Outside,1997,,,,,
Back Door Slam,blues,1,236.87791,0.55454855,-5.564,Roll Away,123.382,blues-rock,It'll All Come Around (Album Version),2007,,,,,
ATB,trance,1,262.21669,0.790695939,-6.4,No Silence,132.998,progressive house,Marrakech,2004,,,,,
Saigon Kick,,0,368.1171,0.52875006,-12.157,Live Around The World 1991 - 1996,58.387,hard rock,The Way,1993,,,,,
Ricky Martin,puerto rican,1,295.33995,0.730959086,-5.676,Ricky Martin,161.868,latin,She's All I Ever Had,1999,,,,,
John Sebastian,american,1,170.762,0.518743959,-23.086,Rhino Hi-Five: John Sebastian,112.4,folk rock,You're A Big Boy Now (Album Version),0,,,,,
Dann Huff,,0,147.9571,0.590959002,-13.842,Solos,155.815,glam metal,Exception To The Rule,0,,,,,
Markscheider Kunst,russian,1,239.0722,0.541404969,-7.427,Utopia,152.887,ska punk,Dj,2010,,,,,
Mighty Diamonds,,0,253.57016,0.596834826,-7.268,Get Ready,155.827,roots reggae,Sensemilla,0,,,,,
Erick Sermon,hip hop rnb and dance hall,1,228.44036,0.577973753,-6.923,Music,95.932,hip hop,I'm Hot,2001,,,,,
Jerry Butler,,0,149.78567,0.589259678,-9.979,Moon River / Delicious Together,124.253,chicago soul,The Way You Do The Things You Do,0,,,,,
Mariah Carey,whistle register,1,273.52771,0.934935267,-5.558,Bye Bye,129.991,dance pop,Touch My Body,2008,,,,,
R. Carlos Nakai,folk,1,341.65506,0.577276089,-22.404,Winter Dreams for Christmas,136.778,chamber jazz,God Rest Ye Merry Gentlemen (World),0,,,,,
YAPlintu,finnish,1,220.08118,0.46949151,-5.766,Haavoittumaton,110.156,german pop,TA$?ysikasvuinen mies,0,,,,,
Tito Rodriguez,,0,174.81098,0.412867488,-9.315,Is Hot !,110.065,mambo,Me Lo Dijo Adela,0,,,,,
Eden's Bridge,,0,163.7873,0.467318922,-20.32,Celtic Reflections On Hymns,120.039,celtic,Just As I Am (Arr.)  (Different From Track One),0,,,,,
Percy Faith & Felicia Sanders,,0,198.39955,0.566796475,-16.686,Hit Parade 1953,83.461,instrumental pop,The Song from Moulin Rogue Where Is Your Heart,0,,,,,
Alias,,0,257.95873,0.645367956,-10.983,Alias,103.77,bass music,What To Do,0,,,,,
D.A.D.,,0,259.94404,0.50039931,-9.12,Osaka After Dark,152.462,rock 'n roll,Girl Nation [Live],0,,,,,
Frank Vignola,,0,234.44853,0.528932162,-9.878,Vignola Plays Gershwin,149.689,manouche,But Not For Me,0,,,,,
The Cat's Miaow,,0,137.29914,0.496593065,-12.645,Songs For Girls To Sing,116.257,shoegaze,You Know It's True,1997,,,,,
Savoy Brown,blues,1,171.62404,0.60594723,-11.212,Kings of Boogie,150.95,blues-rock,All Burned Out,1989,,,,,
Angela Dimitriou,,0,163.29098,0.264713987,-8.189,14 Megala Tragoudia - Angela Dimitriou,90.063,pop folk,Edo Pou Ta Leme,0,,,,,
Shaggy / Brian & Tony Gold,jamaican,1,199.94077,0.772292647,-6.469,Lucky Day,101.786,reggae,Hey Sexy Lady,2002,,,,,
Tri Atma,,0,325.04118,0.283933225,-12.269,Belong To The Sun!,110.651,kraut rock,RAMUKA,0,,,,,
White Heart,,0,287.9473,0.477364753,-8.212,Attack!,132.106,ccm,Change The Way (Highlands Album Version),0,,,,,
Alfredo GutiA(c)rrez,,0,153.88689,0.378130134,-5.394,Serie Tradicional - El Rebelde del AcordeA3n  CD 2,187.874,louisiana blues,El troyano,0,,,,,
Fall Out Boy,pop rock,1,203.54567,0.93796475,-1.217,The Take Over_ The Break's Over,178.518,pop punk,Thriller,2007,,,,,
A Day To Remember,rock and indie,1,245.96853,0.830236217,-4.301,For Those Who Have Heart [Re-Issue],100.013,heavy metal,The Plot To Bomb The Panhandle (Album Version),0,,,,,
Namatjira,,0,291.63057,0.437344985,-8.933,Ibiza Progressive Part 2,128.991,progressive house,1000 Of Years Ago,0,,,,,
Handsome Boy Modeling School,,0,297.66485,0.587029626,-6.454,So..Hows Your Girl,215.349,alternative dance,Megaton B-Boy 2000 (LP Version),0,,,,,
Arc Angels,,0,344.05832,0.588932086,-10.634,Arc Angels,167.753,blues-rock,Sent By Angels,1992,,,,,
Jesse Malin,rock and indie,1,261.17179,0.75504135,-6.281,Mercury Retrograde,178.531,urban folk,Wendy,2002,,,,,
Santana,,0,433.37098,0.818494214,-14.057,Santana/Abraxas/Santana(III) (3 Pak) (Costco Longbox Version),84.87,blues-rock,Fried Neck Bones And Some Home Fries,0,,,,,
Henri Pousseur,,0,446.24934,0.38090588,-20.226,Mixed music 1966-1970,92.341,serialism,Crosses of crossed colors 3,0,,,,,
P.O.D.,,0,255.73832,0.859873312,-6.137,The Warriors EP_ Vol. 2,143.881,alternative metal,Eyes Of A Stranger (Album Version),0,,,,,
Leon Lai,,0,203.38893,0.501144996,-7.762,4 in Love,103.995,chinese music,Qing Yi Shi,0,,,,,
Jack Orsen feat. Fumanschu_ Justus,,0,210.54649,0.491991164,-3.275,Note 1+,100.078,hip hop,Getto Boys,2004,,,,,
Sensations,,0,165.19791,0.439100389,-8.645,Listen To My Shapes,183.513,rock steady,Superscout,2005,,,,,
Gisele MacKenzie,,0,164.25751,0.38228069,-13.427,In Person At The Empire Room (Digitally Remastered),91.517,easy listening,Le Fiacre,0,,,,,
KALIMBA,rock,1,208.09098,0.697887822,-5.637,Negroklaro,133.994,death core,No Volveras A Mi,2007,,,,,
Monster Magnet,,0,260.17914,0.687294463,-6.076,For The Masses,61.593,stoner metal,Black Celebration,1998,,,,,
Eleanor McEvoy,blues,1,258.42893,0.552742314,-13.63,Snapshots,100.02,irish folk,Sophie,0,,,,,
Davol,,0,270.00118,0.419083777,-17.793,Paradox,151.997,new age,Another Land (World),0,,,,,
Eleanor McEvoy,blues,1,280.0322,0.552742314,-7.625,Snapshots,150.061,irish folk,Please Heart_ You're Killing Me,0,,,,,
Alexandre Desplat,easy listening soundtracks and musicals,1,81.71057,0.609816403,-23.465,Music from the Motion Picture The Curious Case of Benjamin Button,244.268,soundtrack,Meeting Daisy,2008,,,,,
Dame Edna Everage with Carl Davis conducting the London Symphony Orchestra and The New Antipodean Singers,,0,494.15791,0.297376919,-16.708,The Last Night Of The Poms,134.828,parody,Song Of Australia - Canto 6 (2009 Digital Remaster),0,,,,,
Despina Vandi,,0,244.08771,0.632559542,-5.539,Despina Vandi - The Emi Years/The Complete Collection,120.212,dance pop,Ke T' Oniro Egine Efialtis,0,,,,,
The Charms,,0,42.68363,0.622567955,-5.601,Trelokoritso - Oles oi epityxies,136.191,bubblegum pop,Mr. Goose,0,,,,,
Alice In Chains,grunge,2,223.26812,0.79633706,-7.532,Unplugged,100.404,grunge,Would?,1992,,,,,
The Plasmatics,punk,1,121.73016,0.557875168,-13.399,Maggots: The Record,121.47,trip hop,The White's Bedroom - Fire Escape,2000,,,,,
Roy Rogers,,0,152.97261,0.510367933,-11.947,Country Roots,94.513,western swing,The Yellow Rose Of Texas,0,,,,,
The Small Knives,,0,208.16934,0.44208248,-5.896,Rain On Tin,167.935,melbourne,The Line,2004,,,,,
Chase & Status,hip hop rnb and dance hall,1,398.54975,0.654594982,-6.492,Ten Tonne EP,87.527,breakbeat,Trapdoor,2005,,,,,
Four Tet,uk,1,393.84771,0.791761696,-9.857,There Is Love In You,124.043,electronic,Plastic People,2010,,,,,
Superchumbo,,0,443.37587,0.547228148,-4.28,Wowie Zowie,85.321,progressive house,Revolution,2001,,,,,
Leroy Hutson,,0,324.25751,0.530355668,-15.969,Leroy Hutson Selected Hits Vol. 2,89.88,jazz funk,So Nice - Original,0,,,,,
Tranzas,,0,213.7073,0.56573878,-7.754,Por Siempre,112.051,salsa,Mientras me quieras,2000,,,,,
Eclier,,0,322.19383,0.436894718,-5.815,Alpha River - EP,84.639,electropop,Alpha River,0,,,,,
Steve Vai,heavy metal,1,305.94567,0.645720023,-7.34,Sound Theories Vol. I & II,157.996,instrumental rock,Salamanders In The Sun,1984,,,,,
Be Bop Deluxe,uk,1,221.93587,0.537160563,-13.035,Live! In The Air Age,121.615,art rock,Sister Seagull (Live),1991,,,,,
The Roots,,0,54.12526,0.862795414,-16.453,Things Fall Apart,85.875,funk,Act Won (Things Fall Apart),0,,,,,
Geier Sturzflug,german,2,211.35628,0.535492537,-6.574,HAPr auf zu weinen,120.985,pop rock,Wie ein EisbA$?r sein,0,,,,,
Billy Murray,,0,176.5873,0.430615964,-17.59,Over There! Songs of the American Expeditionary Force 1917-18,115.771,ragtime,Goodbye Broadway_ Hello France,0,,,,,
Fergie,,0,440.18893,0.873627174,-10.441,Remixed at 16:05,126.966,pop rap,Exit People,0,,,,,
Monster Magnet,,0,289.12281,0.687294463,-6.724,God Says No,89.296,stoner metal,Down In The Jungle,2000,,,,,
Sergio Dalma,,0,239.43791,0.540032834,-11.102,Esa Chica Es Mia,80.039,ballad,Te Quiero Mamma,0,,,,,
Groupa Med Lena Willemark,,0,227.89179,0.421056165,-12.147,MAY=nskratt,168.989,neofolk,Skymning,0,,,,,
Randy Travis,classic pop and rock,1,176.43057,0.78787777,-8.504,Full Circle,112.613,country gospel,Don't Take Your Love Away From Me (Album Version),1996,,,,,
Bryan White,country,1,166.24281,0.598726841,-5.797,How Lucky I Am,107.669,country,Love Happens Just Like That (LP Version),1999,,,,,
The Roches,folk,2,295.13098,0.573612399,-12.512,Keep On Doing,147.087,singer-songwriter,Losing True (Album Version),1982,,,,,
Lighthouse Family,classic pop and rock,1,241.24036,0.663229688,-8.077,The Very Best Of,153.474,blue-eyed soul,Run,2001,,,,,
Clockwise,,0,404.68853,0.464715083,-8.45,Nostalgia,88.132,power pop,the tales of King Solitude 1:3,0,,,,,
Aiden,post-hardcore,1,206.8371,0.773491325,-5.653,Conviction,163.604,post-hardcore,Teenage Queen (Album Version),2007,,,,,
Architecture In Helsinki,rock and indie,1,210.49424,0.807876868,-5.508,Places Like This,126.294,twee pop,The Same Old Innocence,2007,,,,,
An Cafe,,0,233.03791,0.455371855,-4.329,Goku Tama Rock Cafe,131.059,dance rock,S*B*Y,0,,,,,
Snow Patrol,northern irish,1,217.57342,0.818319359,-10.786,Chasing Cars,186.44,indie rock,It Doesn't Matter Where_ Just Drive,2006,,,,,
Johnny Horton,country,1,123.402,0.610427725,-15.419,Honky Tonk Man:  The Essential Johnny Horton 1956-1960,226.146,country rock,The Golden Rocket,1996,,,,,
Barbarito Diez,,0,170.23955,0.409796621,-8.714,La Leyenda Viva!!! La Verdadera Historia,119.693,charanga,La Sitiera,0,,,,,
Charlie Byrd,swing,1,348.21179,0.527339184,-17.722,Byrd & Brazil,94.223,bossa nova,Speak Low,1997,,,,,
Orthrelm,,0,70.03383,0.520420053,-4.665,2nd18/04,164.216,experimental rock,Scelxenak,2002,,,,,
Blingtones,,0,14.86322,0.021492905,-6.53,Rots A  gogo : Burping Ringtones_ Sonneries rots,73.531,turnablism,Gross Throw-up Burp (Sonnerie_ Ringtone),0,,,,,
Lonnie Johnson,,0,164.12689,0.558904392,-17.876,Lonnie Johnson Vol. 1 (1925-1926),96.859,jazz blues,You Don't See Into The Blues Like Me,0,,,,,
The Chieftains,folk,2,217.25995,0.662670207,-19.769,St. Patrick'S Day Celebration,116.044,irish folk,When A Man's In Love,1980,,,,,
Len Barry,classic pop and rock,1,293.95546,0.514111692,-11.708,Len Barry - The Hits,112.281,pop rock,Dirty Old Man,0,,,,,
Steel Rain,,0,235.20608,0.018917567,-8.045,Trial and Error,138.311,country rock,Sanity Fades,0,,,,,
Orquesta Romantica de La Habana,hip-hop,1,200.75057,0.745625188,-15.137,18 Exitos,137.835,hip hop,Serenata,0,,,,,
Nightfall,,0,207.77751,0.543061143,-5.922,Diva Futura,101.994,doom metal,Master_ Faster_ Sweet Desaster,1999,,,,,
Rhian Lois,,0,219.95057,0.259632927,-17.493,Debut,88.04,opera,My Man's Gone Now,0,,,,,
Jane's Addiction,rock and indie,1,327.1571,0.711893841,-5.234,Strays,138.657,alternative metal,Price I Pay,2003,,,,,
Sounds Of Blackness,,0,235.65016,0.538104749,-6.171,The Night Before Christmas 2,152.017,ccm,"Silent Night (Featuring Geoffrey Jones_ Terrence ""T-Bone"" Frierson_ Billy Steele)",0,,,,,
Sharon Burch,,0,225.72363,0.438784795,-12.62,Colors of My Heart,128.578,folk rock,Earth Child (World),1999,,,,,
Guns N' Roses,hard rock,3,445.17832,0.844085061,-3.891,Live Era '87-'93,134.188,heavy metal,Sweet Child O' Mine,1987,,,,,
Killswitch Engage,amA(c)ricain,1,189.20444,0.887867129,-3.11,Killswitch Engage [Special Edition],149.998,alternative metal,Never Again (Album Version),0,,,,,
Ayo,soul and reggae,1,463.59465,0.522590185,-9.932,Live At The Olympia,208.832,neo soul,Girls,0,,,,,
Mr. Blue,,0,132.70159,0.501619898,-4.123,Free Born Man,133.898,east coast blues,Thanks God I'm A Country Boy,0,,,,,
Bob Wills,,0,90.69669,0.498834975,-9.282,For The Last Time,130.752,western swing,Playboy Theme,0,,,,,
Mark Lowry,,0,128.91383,0.493926145,-16.174,The Last Word,138.489,ccm,Fritzy & Helen Hanft (Album),0,,,,,
Parallel Sound,,0,556.69506,0.389179333,-10.252,Break Loose,130.011,progressive house,Around The World,0,,,,,
Jean Segurel,,0,131.36934,0.330992398,-9.815,Les Fiances D'Auvergne,105.395,chanson,La Saint-Jean d'A(c)tA(c),0,,,,,
Terry Callier,classic pop and rock,1,315.08853,0.706827671,-12.93,Timepeace,118.606,soul jazz,Java Sparrow,1998,,,,,
Leroy Huston,funk,1,291.57832,0.786921231,-10.073,Curtis In Chicago - Recorded Live!,113.837,chicago soul,Love Oh Love (Live in Chicago),0,,,,,
Karen Peck And New River,,0,262.84363,0.325700771,-12.266,Four Days Late (Studio Track),153.909,country gospel,Four Days Late (Studio Track w/o Background Vocals),0,,,,,
Joy Kitikonti,,0,413.04771,0.559827532,-7.55,A Century Of Beatz,130.103,hard trance,Pleasure Zone Mix,0,,,,,
SNAP!,german,2,315.03628,0.71881021,-10.1,Welcome To Tomorrow,118.175,pop rap,The World In My Hands (We Are One),1994,,,,,
Bobby Broom,,0,481.48853,0.53206957,-15.466,Stand,137.51,soul jazz,MONDAY_ MONDAY,0,,,,,
Jake Hess,,0,154.61832,0.374553436,-24.385,Rocky Mountain Homecoming,138.257,southern gospel,I Just Love Old People (Rocky Mountain Homecoming Version),0,,,,,
Alan Silvestri,american,1,77.60934,0.629301806,-17.944,Back To The Future III,82.556,country rock,We're Out Of Gas,1990,,,,,
For Squirrels,,0,200.07138,0.472770274,-4.737,Example,162.909,post-grunge,Superstar,1995,,,,,
Chris Farlowe,uk,1,395.93751,0.543393231,-13.585,As Time Goes By [Original Recording Remastered],106.328,blue-eyed soul,Blues As Blues Can Get,0,,,,,
Taboo,,0,213.002,0.508036616,-6.669,The Party Album,140.001,new beat,Gyere velem,0,,,,,
Devo,post-punk,1,175.25506,0.707839968,-11.951,Q: Are We Not Men?  A: We Are Devo / Devo Live,152.942,rock,Be Stiff (Live),1993,,,,,
Frl.Menke,,0,229.51138,0.505009563,-10.685,Hohe Berge,156.414,german pop,Komm Computer,1982,,,,,
The Hollywood Brats,uk,1,41.16853,0.453120084,-20.678,Hollywood Brats,89.483,glam rock,Empty Bottles,0,,,,,
Carl Smith,,0,141.06077,0.551502069,-13.425,In Memory of Carl Smith,181.018,honky tonk,I Wonder Where You Are Tonight,0,,,,,
The Nelons,,0,236.5122,0.381481861,-6.564,Following After,141.982,ccm,God Keeps A Candle,0,,,,,
Pink Floyd,progressive rock,5,188.1073,0.818042044,-9.992,Obscured By Clouds,117.634,art rock,The Gold It's In The ... (1996 Digital Remaster),1972,,,,,
Blind Blake,ragtime,1,220.26404,0.521672995,-19.819,All the Published Sides,88.874,country blues,Bootleg Rum Dum Blues,0,,,,,
El Tiempo,,0,179.51302,0.583828078,-7.413,Tesoros De Coleccion,97.08,los angeles,Tu Ex Amor,0,,,,,
Prince,funk,3,500.29669,0.831928949,-5.021,The Vault - Old Friends 4 Sale,120.284,dance rock,She Spoke 2 Me ( Extended Remix LP Version),0,,,,,
Roger Miller,,0,146.23302,0.65129754,-13.261,All Time Greatest Hits,112.884,honky tonk,Husbands And Wives,0,,,,,
Al Di Meola,,0,291.02975,0.643016666,-13.739,Splendido Hotel,209.581,latin jazz,Splendido Sundance,1980,,,,,
Blind Blake,ragtime,1,218.43546,0.521672995,-19.809,All the Published Sides,104.001,country blues,Too Tight Blues No. 2,0,,,,,
Marcel Mouloudji,,0,129.77587,0.325219143,-15.788,"36 Grands SuccA""s",108.333,chanson,Madeleine,0,,,,,
Kieran,,0,243.25179,0.577532747,-6.585,You Saved My Life,155.757,r&b,You Saved My Life,0,,,,,
Sunidhi Chauhan / Anu Malik / Jatin Sharma,,0,319.32036,0.508495913,-9.63,Shilpa Shetty's Sound Of Bollywood,127.98,europop,Dekh Le,0,,,,,
The Blind Boys Of Alabama,world,1,176.40444,0.626208343,-10.844,Atom Bomb,86.366,soul blues,New Born Soul,2005,,,,,
Seguridad Social,,0,254.53669,0.5623863,-6.668,Camino Vertical,169.663,rumba,El Oro De La Gallina De Los Huevos,1999,,,,,
Princess Lover,,0,262.45179,0.569131586,-8.436,Tous Mes RAaves,166.029,island music,Prends-Moi La Main,2007,,,,,
Brazilian Tropical Orchestra,,0,174.70649,0.378013152,-15.479,Plays Boleros,99.397,bossa nova,If You Leave Me Now,0,,,,,
System of a Down,alternative metal,3,160.49587,0.909957523,-4.173,System Of A Down,196.201,alternative metal,War?,1996,,,,,
Joe Bonamassa,blues rock,1,372.76689,0.675919557,-8.265,Live From Nowhere In Particular,66.366,blues-rock,So Many Roads,2006,,,,,
Vex'd,dubstep,3,295.49669,0.58543401,-11.596,Cloud Seed,117.007,dubstep,Oceans,2010,,,,,
Antigone Rising,,0,213.55057,0.583107636,-5.098,From The Ground Up,123.944,modern rock,Don't Look Back (Radio Edit),2005,,,,,
The Cate Brothers,,0,330.63138,0.29143326,-8.875,Radioland,167.871,roots rock,Am I Losing You,0,,,,,
Crusaders,,0,117.68118,0.597287178,-9.31,Fat_ Drunk and Stupid,98.293,jazz funk,She's My Woman,0,,,,,
Abbott & Chambers,,0,492.45995,0.421234589,-6.158,Dance Nights 02 - Uplifting Trance,135.993,progressive trance,Where Are You,0,,,,,
Triana Pura,,0,202.94485,0.322476082,-7.014,Triana Viva,150.418,rumba,Con el chacacha del tren (CancAon por Rumba),0,,,,,
Quinteto Violado,,0,391.00036,0.442818538,-22.152,25 Anos NAPSo SAPSo 25 Dias,139.806,brazilian pop music,Maria Betania,0,,,,,
Karnig Sarkissian,,0,476.47302,0.473145942,-14.369,Lisbon Five & Hayrigin Yerke,67.886,patriotic,"Inrtoduction ""Hing Hye Srder",0,,,,,
Mikey Dread,classic pop and rock,1,261.79873,0.58568315,-18.679,Mikey Dread Dubwise,141.148,roots reggae,Master Mantrol (Dub / Instrumental Reggae Music),0,,,,,
Tommy Makem,The Clancy Brothers,,0.19179,0,-71.6342,415839,0.19179,120.988,0,Old Woman From Wexford,0,,,,
Proficy,,0,230.24281,0.347235525,-5.555,Serious Friction,111.116,hip hop,Love_ Respect & Loyalty (feat. Sophie & Cait La Lee),0,,,,,
Klaus Badelt,german,3,128.62649,0.688003349,-10.297,Pirates Of The Caribbean Original Soundtrack,138.54,chill-out,Moonlight Serenade,2003,,,,,
T.O.K.,,0,208.50893,0.692655873,-8.28,Reggae Gold 2001,100.002,dancehall,Chi Chi Man,2001,,,,,
Marvin Hamlisch,John Lithgow,Jeffrey Huard,0.635,99.70893,"New York, NY",0.39,0,1.31566,3,0.921,At the Fountain (Reprise) (Brian d'Arcy James & Ensemble),0,,,
Jimmie Vaughan,,0,207.09832,0.631662672,-9.483,Out There,110.509,blues-rock,Kinky Woman,0,,,,,
Serpentine,,0,244.92363,0.577773337,-6.165,Beauty Queen,88.566,new romantic,Passion_ Love & Pain (Feat. 25 Kids),0,,,,,
Aleks Syntek,mA(c)xico,1,223.97342,0.659251521,-5.064,20 AA+-os En Vivo,127.969,merengue,In My Arms (Live Auditorio Nacional 08),0,,,,,
Tony Tuff,,0,229.58975,0.496196128,-9.655,Say Something,149.844,roots reggae,Say Something,0,,,,,
Aesop Rock,hip hop,2,310.80444,0.834538586,-10.311,Bazooka Tooth,87.618,underground rap,N.Y. Electric / Hunter Interlude,2003,,,,,
Caramell,,0,218.40934,0.517713211,-5.426,Gott och blandat,137.954,bubblegum dance,Expolodera (som dynamit),1999,,,,,
Frank Stokes,,0,176.32608,0.428252654,-16.748,Creator Of The Memphis Blues,149.056,country blues,Sweet To Mama,2005,,,,,
Winston McAnuff_ The Bazbaz Orchestra,,0,225.04444,0.413026885,-7.983,A drop,135.706,roots reggae,Common sense,2005,,,,,
Los Traileros Del Norte,,0,163.23873,0.484898305,-8.662,A Todo Terreno,189.682,mexico,Perro Faldero,0,,,,,
Bela Fleck And The Flecktones,,0,309.9424,0.566532654,-15.001,Left Of Cool,75.699,bluegrass,Throwdown At The Hoedown (LP Version),0,,,,,
Cedric Myton,,0,520.04526,0.361051023,-7.269,"Cedric ""congo"" myton inna de yard",132.084,roots reggae,Wisdom,0,,,,,
Gary Moore,blues rock,2,724.92363,0.761362238,-13.026,Rockin' Every Night (Gary Moore Live In Japan),112.47,blues-rock,I Can't Wait Until Tomorrow (Live),0,,,,,
Stefano Battaglia_ Giovanni Maier_ Michele Rabbia,,0,343.50975,0.434664249,-22.999,Raccolto,37.797,free improvisation,Raccolto,0,,,,,
Zombina & The Skeletones,,0,210.93832,0.603602148,-7.336,I Was a Human Bomb for the FBI,190.035,psychobilly,I Was a Human Bomb for the FBI,2006,,,,,
Massive TAPne,hip hop,1,220.78649,0.583841122,-5.839,MT3,97.054,pop rap,Im Club,2002,,,,,
Egberto Gismonti,jazz and blues,1,236.7473,0.558758556,-9.2,Antologia,154.084,latin jazz,Baiao Malandro,0,,,,,
Mick Clarke,,0,165.72036,0.457871326,-8.291,West Coast Connection / Steel And Fire,84.736,blues-rock,Wild Ride (From the album Steel And Fire),0,,,,,
Minnie Riperton,american,1,197.69424,0.652860466,-10.321,Les Fleurs & Other Favorites (Digitally Remastered),151.752,soul jazz,Les Fleurs,1990,,,,,
Aisha Duo,,0,350.64118,0.638073376,-21.339,Quiet Songs,132.888,jazz fusion,Sea_ Subsurface,2005,,,,,
Slipknot,punk,1,234.05669,0.928936926,-3.398,Vol. 3: The Subliminal Verses [Special Package],100.482,rap metal,People = Sh*t (live) (Album Version),0,,,,,
Olga TaA+-A3n,ace of base,1,279.53587,0.576164587,-5.852,100% Merengue,129.962,merengue,Como Olvidar (Merengue VersiA3n),2006,,,,,
Nick Cave & The Bad Seeds,seen live,2,202.05669,0.681581305,-10.319,Live Seeds,70.759,rock,New Morning (Live),1993,,,,,
Cockney Rejects,uk,1,241.50159,0.608824806,-2.818,Unforgiven,163.393,oi,It's Alright Bruv,2007,,,,,
Krystof,czech,1,222.32771,0.508636229,-6.611,Rubikon,88.024,soft rock,Svedomi,2006,,,,,
Justin,,0,219.97669,0.782555689,-11.132,No Protection,99.914,future jazz,De Lai Bu Yi,0,,,,,
Ebru Yasar,,0,214.96118,0.432877921,-9.183,Seni Anan Benim IASSin Dogurmus,130.023,pop folk,Birak Yakami,0,,,,,
Andy & Lucas,,0,208.92689,0.53813774,-7.042,Andy & Lucas,93.355,flamenco,Hasta Los Huesos,2003,,,,,
Danny Barnes,folk,1,160.46975,0.474983458,-13.579,Get Myself Together,189.782,progressive bluegrass,Cumberland Gap,2005,,,,,
The Knightsbridge Strings,,0,185.93914,0.121187298,-16.271,The Strings Sing & The Strings Swing,74.153,german pop,Mood Indigo,0,,,,,
Hot Tuna,folk,1,304.45669,0.567278871,-13.562,Platinum & Gold Collection,134.616,blues-rock,Hesitation Blues,1970,,,,,
Ultimate Tracks,classic rock heartland rock rock and roll,1,279.40526,0.104186987,-11.95,Ultimate Tracks - We Are The Reason - as made popular by Avalon [Performance Track],129.99,heartland rock,We Are The Reason - Medium key performance track w/o background vocals,0,,,,,
Mississippi John Hurt,american,1,238.94159,0.625067009,-23.977,The Immortal,174.23,delta blues,Monday Morning Blues,1967,,,,,
James Hunter,jazz and blues,1,180.89751,0.625443262,-7.279,The Hard Way,101.664,blue-eyed soul,Class Act,2008,,,,,
Xmilk,,0,141.16526,0.4621406,-4.644,DiscografAa Completa 1994-2000,197.471,thrash core,Side By Side,0,,,,,
Chacho,,0,460.69506,0.460961293,-9.66,Meteorito EP,102.572,neo soul,Meteorito,0,,,,,
Ronnie Drew,,0,194.97751,0.522714075,-10.098,The Best Of,117.939,irish folk,The Ballad Of St. Anne's Reel,0,,,,,
Emilio,,0,191.55546,0.576044173,-9.618,It's On The House,94.895,tejano,Somebody Stop Me,0,,,,,
Usher Featuring The Nu Beginning,hip hop rnb and dance hall,1,313.7824,0.856448924,-10.627,Back To The Beginning - Usher,152.879,hip hop,Mother's Luv,0,,,,,
Blind Willie Johnson,,0,198.00771,0.607326982,-15.855,The Soul of a Man,125.692,texas blues,John the Revelator,1991,,,,,
Karen Peck And New River,,0,177.76281,0.325700771,-8.335,I'll Never Be Able To Tell It All (Studio Track),148.03,country gospel,I'll Never Be Able (To Tell It All) (High Key-Studio Track w/o Background Vocals),0,,,,,
Edelweiss,electronic,1,201.42975,0.490804755,-12.396,Wonderful World Of Edelweiss,173.903,eurodance,The Kangaroo Theory,0,,,,,
Edmundo Ros & His Orchestra,,0,183.14404,0.448026305,-16.262,The World Of Edmundo Ros,161.996,samba,MA(c)lodie d'Amour,0,,,,,
The Crystal Method,electronic,2,357.642,0.740796632,-10.851,Keep Hope Alive EP,114.313,big beat,More,1997,,,,,
Guaco,,0,265.29914,0.565624722,-10.312,Las Mejores Gaitas Vol.1,169.131,salsa,Venite Pa' Maracaibo,2000,,,,,
